Response ID,dob,gender,job_duration,industry,current_occupation,total_employees,household,Metro or Regional,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Connectivity ,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,q11,q12,q13,q14,q15,q16,q17,q18,Class
455,1962,Male,More than 5 years,Mining,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with dependent children,Metro,2,5,7,0,8,2,7,7,Yes,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Yes,same productivity
456,1972,Female,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Couple with dependent children,Metro,6,3,7,0,8,4,5,7,Yes,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,more productivity
457,1985,Male,Between 1 and 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",More than 200,Single person,Metro,2,4,8,0.5,9.5,2,4,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,same productivity
458,1983,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,3,1,8,0,8,4,4,8,Yes,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,more productivity
459,1975,Female,Between 1 and 5 years,Other Services,"Labourers - Farm, Forestry and Garden Workers",Between 1 and 4,One parent family with dependent children,Regional,4,6,7,1,7,4.5,4.5,7,No,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Strongly agree,Strongly agree,Neither agree nor disagree,No,same productivity
460,1963,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Couple with no dependent children,Metro,5,4,7,0,8,5,4,7,No,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,same productivity
461,1986,Female,Between 1 and 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Couple with dependent children,Regional,5.5,2,6.5,0.5,8,5.5,3,7,No,Somewhat worsened,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,same productivity
462,1993,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Single person,Metro,3,6,4,0,12,2,4,6,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Somewhat worsened,Significantly worsened,Somewhat improved,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Strongly disagree,Somewhat agree,No,same productivity
463,1995,Female,Between 1 and 5 years,Health Care and Social Assistance,Technicians and trades workers - Other Technicians and Trades Workers,More than 200,One parent family with dependent children,Metro,2,4,8,0,8,2,6,8,Yes,Not a barrier for me,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Strongly disagree,Somewhat agree,No,less productivity
464,1991,Female,Between 1 and 5 years,Construction,Managers - Specialist Managers,Between 20 and 199,Single person,Metro,1,4,7,1,10,1,4,8,Yes,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat worsened,Somewhat worsened,Somewhat improved,Not a barrier for me,Significantly improved,Stayed about the same,Stayed about the same,Somewhat worsened,Somewhat improved,Stayed about the same,Significantly worsened,Significantly improved,Significantly improved,Strongly agree,Somewhat agree,Somewhat disagree,Yes,more productivity
465,1994,Female,Between 6 and 12 months,Financial and Insurance,Managers - Specialist Managers,Between 20 and 199,Single person,Metro,5,5,4,2,2,2,4,14,Yes,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Significantly improved,Significantly improved,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Yes,more productivity
466,1974,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,More than 200,Couple with no dependent children,Metro,4,3,7,0,8,4,4,8,Yes,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,same productivity
467,1979,Female,Between 6 and 12 months,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,Metro,4,4,7,0,8,4,5,7,No,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat agree,Somewhat agree,Somewhat agree,Yes,more productivity
468,1988,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Group household,Regional,5,4,8,0,7,3,6,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,same productivity
469,1980,Male,More than 5 years,Construction,Labourers - Construction and Mining Labourers,Between 1 and 4,Couple with no dependent children,Metro,3,4,8,1,8,3,4,8,No,Not a barrier for me,Not a barrier for me,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Not a barrier for me,Somewhat worsened,Somewhat improved,Not a barrier for me,Not a barrier for me,Significantly improved,Significantly improved,Somewhat improved,Not a barrier for me,Significantly improved,Strongly agree,Strongly agree,Strongly disagree,Yes,more productivity
470,1989,Female,Between 1 and 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with no dependent children,Regional,2,3,9,0,9,4,3,8,No,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,same productivity
471,1983,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,Regional,2,4,8,1,8,4,4,7,Yes,Somewhat worsened,Stayed about the same,Somewhat improved,Significantly worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Yes,more productivity
472,1977,Female,More than 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,Between 1 and 4,Couple with dependent children,Regional,4,4,8,0,8,4,4,8,No,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Strongly agree,No,more productivity
473,1988,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,4,2,7,0,10,3,4,7,No,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,more productivity
474,1968,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,More than 200,Group household,Metro,7,1,8,0,7,7,2,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No,same productivity
475,1996,Male,Between 1 and 5 years,Other Services,Managers - Specialist Managers,Between 20 and 199,Single person,Metro,5,5,4,5,5,5,5,4,Yes,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Strongly agree,Strongly agree,Strongly agree,Yes,more productivity
